0, 0, 0, 0.010658, -0.014175, -89.982605
1, 0, -1, 0.015114, -0.038605, -89.982788
1, -1, -1, 0.003471, -0.031647, -89.988220
2, -1, -1, 0.004356, -0.027634, -89.999268
2, -1, -2, 0.009361, -0.033829, -89.987000
3, -1, -2, 0.021355, -0.029663, -90.001526
3, -1, -3, 0.012756, -0.032776, -89.992004
4, -1, -3, 0.042358, -0.030670, -89.989929
4, 0, -4, 0.034988, -0.040237, -89.988159
4, 0, -4, 0.038345, -0.035980, -89.980835
5, 0, -5, 0.064217, -0.027145, -89.984985
5, 0, -5, 0.064636, -0.032654, -89.974243
5, 1, -6, 0.055222, -0.038498, -89.982178
5, 1, -6, 0.050812, -0.054153, -89.988770
6, 1, -7, 0.148659, -0.033157, -89.968689
6, 2, -8, 0.107780, -0.043228, -89.974731
6, 2, -8, 0.119713, -0.041748, -89.968079
6, 3, -9, 0.099136, -0.045273, -89.993652
6, 3, -9, 0.115196, -0.043411, -89.972656
6, 4, -10, 0.106453, -0.049896, -89.979553
6, 5, -10, 0.098145, -0.054688, -89.981567
6, 5, -11, 0.109627, -0.052582, -89.969604
5, 6, -11, 0.088707, -0.071396, -89.984192
5, 7, -12, 0.070984, -0.114532, -89.929688
5, 7, -12, 0.087021, -0.083466, -89.981384
5, 8, -13, 0.076462, -0.141373, -89.968262
4, 9, -13, 0.038933, -0.188004, -89.919983
4, 10, -13, 0.045990, -0.233887, -89.965942
3, 11, -14, -0.029854, -0.341400, -89.968262
3, 11, -14, 0.005157, -0.339722, -89.962463
2, 12, -14, -0.066132, -0.463516, -89.928589
1, 13, -14, -0.106232, -0.604599, -89.916382
1, 14, -14, -0.170868, -0.791031, -89.893555
0, 15, -14, -0.243484, -1.009262, -89.874329
-1, 15, -14, -0.192192, -0.946945, -89.903625
-2, 16, -14, -0.324120, -1.270889, -89.818298
-3, 17, -14, -0.391991, -1.489929, -89.798218
-4, 18, -14, -0.484665, -1.802429, -89.773071
-5, 19, -14, -0.535652, -2.261200, -89.742188
-6, 19, -14, -0.555840, -2.005829, -89.716675
-7, 20, -13, -0.693665, -2.608505, -89.661499
-8, 21, -13, -0.785583, -2.862701, -89.590027
-9, 21, -12, -0.753227, -2.704895, -89.595825
-10, 22, -12, -0.851768, -3.168808, -89.537231
-11, 22, -11, -0.831413, -3.036560, -89.548523
-12, 23, -10, -0.981712, -3.625748, -89.489807
-13, 23, -10, -0.930885, -3.414261, -89.489258
-15, 23, -9, -0.948898, -3.382523, -89.488892
-16, 24, -8, -1.173340, -3.976669, -89.346436
-17, 24, -7, -1.147568, -3.754181, -89.341248
-18, 24, -6, -1.161545, -3.728897, -89.349915
-19, 24, -5, -1.147545, -3.729675, -89.353943
-20, 24, -4, -1.151436, -3.717255, -89.342773
-22, 24, -3, -1.155472, -3.710114, -89.352661
-23, 24, -2, -1.161293, -3.703491, -89.351929
-24, 24, 0, -1.160103, -3.689285, -89.341553
-25, 24, 1, -1.174217, -3.679718, -89.349182
-26, 24, 2, -1.223091, -3.645157, -89.356140
-27, 23, 4, -1.051453, -3.110382, -89.455811
-28, 23, 5, -1.100365, -3.357147, -89.463623
-28, 22, 6, -1.012154, -2.692764, -89.524658
-29, 21, 8, -1.073288, -2.078247, -89.571045
-29, 20, 9, -1.062675, -1.725815, -89.621033
-29, 19, 10, -1.043945, -1.276337, -89.676208
-29, 18, 12, -1.331909, -0.794495, -89.691406
-30, 17, 13, -1.425598, -0.559769, -89.713074
-30, 15, 14, -1.507034, -0.078461, -89.748413
-30, 14, 15, -1.811440, 0.296661, -89.791748
-30, 13, 17, -2.223122, 0.792816, -89.756165
-29, 12, 18, -2.430206, 1.003632, -89.707153
-29, 10, 19, -2.669510, 1.270309, -89.722046
-29, 9, 20, -3.081360, 1.668915, -89.717163
-29, 8, 21, -3.392487, 1.995453, -89.621948
-28, 6, 22, -3.743416, 2.201080, -89.643494
-28, 5, 23, -4.118996, 2.648361, -89.569397
-27, 4, 24, -4.520462, 3.018356, -89.543030
-27, 2, 24, -4.353996, 2.868866, -89.532959
